UF,Município,IFGF,Autonomia,Gastos com Pessoal,Liquidez ,Investimentos
RO,Porto Velho,0.5491,0.622,0.5609,0.7444,0.2693
RS,Lavras do Sul,0.5491,0.9658,0,0.7063,0.5242
SP,Pindorama,0.549,1,0.4949,0.5527,0.1485
RS,Jaboticaba,0.5489,0.3291,0.521,0.6507,0.6949
BA,Banzaê,0.5488,0,0.1952,1,1
RS,Mormaço,0.5487,0,1,1,0.1948
PR,Arapuã,0.5485,0.037,0.5772,0.5799,1
SP,Espírito Santo do Pinhal,0.5484,1,0.4822,0.5662,0.1454
BA,Jucuruçu,0.5484,0,0.1937,1,1
TO,Caseara,0.5483,0.0881,0.6822,0.4231,1
GO,Paranaiguara,0.5483,1,0.2562,0.5179,0.419
SP,Fartura,0.5482,0.8354,0.4585,0.4724,0.4264
SP,Rio das Pedras,0.5481,1,0.4327,0.4209,0.3389
PR,Sapopema,0.5476,0.4729,0.2494,0.4683,1
SC,Entre Rios,0.5476,0.2825,0.5937,0.7321,0.582
PI,Santa Filomena,0.5475,0,1,1,0.1902
RS,Senador Salgado Filho,0.5475,0.5178,0.3342,0.7633,0.5748
PI,Sebastião Leal,0.5475,0.2072,0.9093,0.5069,0.5665
PR,Nova Aliança do Ivaí,0.5474,0,0.477,0.7127,1
PR,Nova Santa Bárbara,0.5474,0.208,0.3507,0.7875,0.8432
SC,Bandeirante,0.5474,0.5665,0.5928,0.5678,0.4623
BA,Lajedinho,0.5473,0,0.6816,0.6472,0.8606
RS,Campo Novo,0.5473,0.7641,0.1903,0.4703,0.7646
SP,Bálsamo,0.5471,0.9423,0.5534,0,0.6928
AM,Presidente Figueiredo,0.5471,1,0.2945,0.5594,0.3344
SP,Amparo,0.5469,1,0.9666,0,0.2211
PB,Cabaceiras,0.5468,0.0174,0.7445,0.8649,0.5602
SP,Três Fronteiras,0.5467,0.3425,0.4814,0.5745,0.7884
BA,Quijingue,0.5467,0,1,0.9567,0.23
GO,Aragarças,0.5466,0.3771,0.4143,0.8591,0.5358
SC,Fraiburgo,0.5466,1,0.4273,0.4394,0.3196
RS,Quevedos,0.5465,0.9491,0.6137,0.4925,0.1307
PR,São Sebastião da Amoreira,0.5464,0.7102,0,0.5254,0.95
MS,Rochedo,0.5463,0.2573,0.5523,1,0.3755
MT,Porto dos Gaúchos,0.5463,0.8841,0.2022,0.6249,0.4738
RJ,Queimados,0.5463,0.2997,0.5119,1,0.3734
MG,Chapada Gaúcha,0.5462,0.5345,0.3513,1,0.299
PR,Ourizona,0.5461,0.1945,0.6159,0.6037,0.7704
PB,Frei Martinho,0.546,0,0.7708,0.45,0.9632
PR,Manfrinópolis,0.5459,0.4408,0.189,0.5536,1
RS,Maratá,0.5458,0.0962,0.9424,0.6414,0.5033
BA,Mucuri,0.5458,1,0.3747,0.6994,0.1091
SP,Cesário Lange,0.5457,0.6618,0.598,0.5265,0.3965
RS,Três Cachoeiras,0.5455,0.4165,0.5248,0.7811,0.4596
RS,Santo Ângelo,0.5454,1,0.554,0.4684,0.1594
SP,Iperó,0.5453,0.8874,0.6197,0,0.6743
MG,Tapira,0.5453,1,0.4869,0,0.6942
MG,João Monlevade,0.545,1,0.4778,0.4765,0.2259
RS,Paim Filho,0.5449,0.4224,0.4626,0.5151,0.7797
RR,Normandia,0.5448,0,0.307,0.8723,1
GO,Itajá,0.5448,0.2374,0.5824,0.8593,0.4999
PR,Jaguapitã,0.5447,1,0.2211,0.4737,0.4841
MG,Campo Belo,0.5447,0.9641,0.4696,0.4992,0.246
MT,Guiratinga,0.5447,0.6203,0.5959,0.724,0.2385
PA,Paragominas,0.5445,0.9128,0.0614,0.6613,0.5427
MG,Bonfinópolis de Minas,0.5444,0.8171,0.3994,0.4315,0.5296
MG,Cedro do Abaeté,0.5444,0,0.6539,0.9107,0.613
RS,Formigueiro,0.5444,0.6166,0.636,0.7778,0.1471
PA,Salinópolis,0.5443,0.4498,0.207,0.5203,1
TO,Monte do Carmo,0.5441,0.0804,0.5983,1,0.4978
RS,Santo Augusto,0.544,0.6656,0.8007,0.5304,0.1792
RJ,Quatis,0.5438,0.5115,0.6055,1,0.0585
PR,Santa Lúcia,0.5437,0.3675,0.2836,0.5238,1
SP,São José da Bela Vista,0.5437,0.4234,0.51,0.5132,0.7282
SP,Pitangueiras,0.5436,1,0.4072,0.5529,0.2143
MG,Buritizeiro,0.5435,0.7788,0.5594,0.6233,0.2124
SP,Magda,0.5433,0.8075,0,0.7798,0.5857
ES,Atílio Vivacqua,0.5432,0.5086,0.4781,0.8697,0.3163
TO,Marianópolis do Tocantins,0.5431,0.4003,0.5438,1,0.2285
GO,Itauçu,0.5431,0.5349,0.5708,0.602,0.4644
MS,Caracol,0.543,0.2107,0.5556,0.4057,1
SP,Cananéia,0.5429,0.5358,1,0.4965,0.1392
RO,São Miguel do Guaporé,0.5427,0.6032,0.205,0.8634,0.499
SP,Jeriquara,0.5425,0.4099,0.491,0.4011,0.868
MG,Alvorada de Minas,0.5423,0.7834,0.2965,0.4962,0.5932
PB,Esperança,0.5422,0.237,0.9638,0.6292,0.3387
PB,Mãe d'Água,0.5421,0,0.5026,0.7992,0.8668
PR,Tomazina,0.5417,0.2306,0.6167,0.4887,0.8306
SP,Alvinlândia,0.5416,0.1271,0.6542,0.6061,0.7791
TO,Carrasco Bonito,0.5415,0,0.5254,0.6404,1
PI,Ribeira do Piauí,0.5414,0.3153,0.2794,0.8113,0.7597
SP,Arandu,0.5412,1,0.7532,0,0.4118
MG,Ibiá,0.5412,1,0.2014,0.5324,0.4311
SP,Ouroeste,0.5412,1,0.263,0.4538,0.4479
MA,Igarapé do Meio,0.5411,0.0086,0.3333,0.8224,1
PA,Belém,0.5409,1,0.597,0,0.5667
SP,Jaboticabal,0.5408,1,0.6137,0.4014,0.1482
MS,Campo Grande,0.5408,1,0.3535,0.4228,0.3869
RS,Canoas,0.5406,1,1,0,0.1623
PR,Mato Rico,0.5405,0.8378,0.3243,0,1
PR,Quitandinha,0.5405,0.7309,0.2664,0.4221,0.7425
SP,Votorantim,0.5404,1,0.4595,0.4373,0.2649
MS,Japorã,0.5404,0.2522,0.8555,0.5429,0.5108
MG,Jaíba,0.5403,0.5596,0.412,0.4653,0.7241
SP,Bom Jesus dos Perdões,0.5402,1,0.4912,0.5743,0.0951
PR,Quatro Barras,0.5401,1,0.365,0.5516,0.2439
RS,Campina das Missões,0.54,0.3177,0.9687,0.6089,0.2648
MT,São Pedro da Cipa,0.54,0,0.774,0.5966,0.7894
PR,Altamira do Paraná,0.54,0.0265,0.4769,0.6566,1
PA,Canaã dos Carajás,0.5399,0,1,0.4724,0.6873
BA,Igaporã,0.5397,0.5932,0.6293,0,0.9361
BA,Ourolândia,0.5395,0.1296,0.8576,1,0.1709
SP,São Pedro do Turvo,0.5394,1,0.5794,0,0.5781
RS,Sério,0.5392,0,1,0.9559,0.2011
RS,Cruzaltense,0.5391,0.0719,0.3751,0.8362,0.8733
PR,Astorga,0.5391,1,0.3298,0.5357,0.291
BA,Serra Dourada,0.539,0,1,1,0.1562
RS,Vale Verde,0.539,0.4835,0.4748,0.7774,0.4204
GO,Estrela do Norte,0.539,0,0.6638,0.5659,0.9264
SC,Sangão,0.539,0.6521,0.6035,0.5769,0.3233
MG,Pompéu,0.5386,0.8411,0.524,0.5316,0.2577
BA,Tanhaçu,0.5386,0,0.7207,0.9399,0.4938
SP,Irapuru,0.5384,0.527,0.6268,0,1
BA,Barro Alto,0.5384,0,1,0.9223,0.2315
SC,Dionísio Cerqueira,0.5384,0.9946,0.1537,0.6278,0.3774
MA,Zé Doca,0.5383,0,0.6271,0.5262,1
SP,Gália,0.5379,0.1974,0.6152,0.6144,0.7248
RS,Vale do Sol,0.5377,0.3579,0.7936,0.7693,0.2299
RO,Espigão D'Oeste,0.5374,0.395,0.5737,0.8525,0.3284
RS,Entre Rios do Sul,0.5367,0.69,0.532,0.692,0.2329
SP,Itariri,0.5366,0.3337,0.7593,0.598,0.4555
PB,Sumé,0.5366,0.0399,0.5934,0.9888,0.5243
RS,Fontoura Xavier,0.5365,0.3361,0.8232,0.501,0.4858
SP,Roseira,0.5363,0.6264,0.2931,0.7366,0.4892
PB,Princesa Isabel,0.5363,0.1453,1,0,1
PR,Diamante do Sul,0.5363,0,0.526,0.63,0.9892
RJ,São Pedro da Aldeia,0.5362,0.3976,0.6154,1,0.1316
GO,Taquaral de Goiás,0.5361,0.0906,0.3284,0.7254,1
MG,Iapu,0.536,0,1,0.8231,0.321
GO,Buriti de Goiás,0.5357,0,0.7599,1,0.3829
SP,Águas de Santa Bárbara,0.5357,1,0.4753,0.4834,0.1841
SP,Rinópolis,0.5357,1,0.3114,0.418,0.4134
MG,Poços de Caldas,0.5353,1,0.5661,0.4003,0.1746
RS,Cacequi,0.5352,0.5031,0.2271,1,0.4105
PR,Teixeira Soares,0.5351,0.2967,0.4359,0.6077,0.8002
PR,Cafeara,0.535,0.2366,0.2524,0.7786,0.8723
RS,Mariano Moro,0.535,0.0187,0.3518,0.7694,1
RS,Bento Gonçalves,0.5349,1,0.3368,0.5877,0.2152
MT,Araguaiana,0.5349,0.6483,0.5768,0.4285,0.4859
SP,Mineiros do Tietê,0.5348,0.6337,0.855,0,0.6505
RS,Herval,0.5348,0.6094,0.5868,0.6891,0.2539
SP,Glicério,0.5347,0.6497,0.1887,0.6853,0.6152
RS,Cachoeira do Sul,0.5347,0.8042,0.5497,0.4775,0.3072
AM,Coari,0.5347,0.3148,0.6652,0.4761,0.6825
SC,Campo Erê,0.5345,1,0,0.7786,0.3592
MT,Sorriso,0.5344,1,0.4354,0.4748,0.2273
SP,Limeira,0.5342,1,0.9838,0,0.153
BA,Iramaia,0.5342,0.1477,0.0528,0.9362,1
RS,Monte Alegre dos Campos,0.5337,0.3515,0.6413,0.4193,0.7229
RO,Cacoal,0.5337,0.8034,0.2257,0.7306,0.3752
PB,Uiraúna,0.5337,0.1341,0.4605,0.5402,1
RS,Muçum,0.5336,0.794,0.7451,0,0.5955
TO,Itapiratins,0.5335,0.0195,0.6502,0.5344,0.9299
GO,Uruaçu,0.5333,0.223,0.427,0.7927,0.6905
PE,Igarassu,0.5333,0.7228,0,1,0.4103
PR,Guaraci,0.5333,0.5955,0.291,0.7971,0.4495
SP,Bofete,0.5332,0.8399,0.3533,0.6551,0.2844
RS,Estância Velha,0.5332,1,0.5033,0.4254,0.2039
MG,Desterro de Entre Rios,0.533,0.3953,0.8364,0.6777,0.2226
AM,São Sebastião do Uatumã,0.5329,0.3064,0.0708,0.7898,0.9647
CE,Juazeiro do Norte,0.5328,0.5637,0.2453,1,0.3224
SC,Lebon Régis,0.5327,0.4307,0.6223,0.6356,0.4424
MG,Monjolos,0.5327,0.0112,0.4993,0.6604,0.9599
BA,Serrinha,0.5324,0.0584,1,1,0.0711
PI,Bonfim do Piauí,0.5324,0,0.5604,0.5692,1
SP,Presidente Prudente,0.5323,1,0.3564,0.5035,0.2694
SC,Agronômica,0.5321,0.3263,0.5554,0.6333,0.6134
RN,Upanema,0.5321,0,1,0.6459,0.4823
MG,Mercês,0.5319,0.2171,0.5577,0.8822,0.4709
SE,Estância,0.5319,0.7409,0.5303,0.736,0.1203
SP,Santo Antônio do Aracanguá,0.5318,1,0.2047,0.4152,0.5073
MS,Nova Andradina,0.5317,0.5742,0.6412,0.5931,0.3183
PE,Itaíba,0.5315,0,1,0.8304,0.2957
PA,Rio Maria,0.5314,0.5872,0,0.5384,1
MS,Guia Lopes da Laguna,0.5314,0.1089,0.614,1,0.4027
TO,Novo Alegre,0.5312,0,0.5927,0.6948,0.8374
PE,Belém de Maria,0.5311,0,0.9154,0.462,0.7469
PR,Guaratuba,0.5309,1,0.5727,0,0.5511
SC,Bocaina do Sul,0.5309,0.4121,0.3054,1,0.4061
SP,Aramina,0.5308,0.9831,0.4263,0,0.7139
SP,Iporanga,0.5306,0.8165,0.534,0.4461,0.3259
MS,Selvíria,0.5306,0.894,0.306,0.5457,0.3767
CE,Crato,0.53,0.1669,0.5274,1,0.4257
CE,Deputado Irapuan Pinheiro,0.53,0.0825,0.1196,0.9179,1
GO,Bom Jardim de Goiás,0.5298,0.5273,0.2837,1,0.3083
ES,João Neiva,0.5298,0.3852,0.491,1,0.2431
MG,Itaguara,0.5298,0.8544,0.2006,0.5692,0.495
BA,Lafaiete Coutinho,0.5298,0,0.9072,0.5619,0.65
GO,Itaguari,0.5297,0.1053,0.4642,1,0.5494
PR,Janiópolis,0.5297,0.4691,0.3668,0.665,0.618
SP,Rubiácea,0.5297,0.4552,0.4894,0.6035,0.5708
AM,Rio Preto da Eva,0.5296,0.1185,1,0,1
GO,São João d'Aliança,0.5296,0.2529,0.0525,1,0.813
GO,Aloândia,0.5295,0,0.51,1,0.608
SP,Potim,0.5295,0.3006,0.7287,0.5801,0.5086
PR,Jacarezinho,0.5295,0.9919,0.16,0.6599,0.3061
GO,Jesúpolis,0.5295,0,0.1813,1,0.9365
SC,Capão Alto,0.5294,0.9153,0.1489,0.7573,0.2959
ES,Afonso Cláudio,0.5293,0.3558,0.3669,0.945,0.4495
BA,Ibiquera,0.5291,0,1,0.4813,0.6352
SP,Rancharia,0.5291,1,0.8409,0,0.2753
RS,Paraíso do Sul,0.5288,0.5838,0.5162,0.6687,0.3468
MT,Peixoto de Azevedo,0.5288,0.0406,0.254,1,0.8207
RS,Charqueadas,0.5288,0.695,0.7397,0.5803,0.1001
RS,Glorinha,0.5287,0.7891,0.4521,0.6842,0.1893
SP,Taubaté,0.5286,1,0.6996,0,0.4147
GO,Rialma,0.5284,0.5158,0.2027,0.6343,0.761
CE,Barbalha,0.5283,0.0433,1,0.7034,0.3666
MG,Ferros,0.5282,0.2034,0.2823,0.6272,1
SP,Zacarias,0.5281,0.8008,0.1849,0.8885,0.2382
MT,São José do Rio Claro,0.5281,0.9778,0.2663,0.5028,0.3655
GO,Orizona,0.528,0.7899,0.2714,0.6924,0.3582
AC,Epitaciolândia,0.528,0.0689,0.9129,0.5843,0.5459
RS,Gravataí,0.5279,1,0.9027,0,0.209
SP,Cachoeira Paulista,0.5277,0.5965,0.4373,0.442,0.6352
RN,Natal,0.5277,1,0.5846,0.4656,0.0604
ES,Piúma,0.5276,0.5257,0.6283,0.8589,0.0975
SP,Marília,0.5275,1,0.8449,0,0.2652
MA,Guimarães,0.5274,0,1,0.9127,0.1969
GO,Abadiânia,0.5274,0.5861,0.6477,0.5565,0.3192
GO,Aragoiânia,0.5273,0.342,0,0.7671,1
GO,Baliza,0.5273,0,0.3322,1,0.7768
SC,Cerro Negro,0.5272,0.117,0.2139,0.7782,1
MG,Jaboticatubas,0.527,0.8105,0.3624,0.4548,0.4804
SP,Piracicaba,0.5268,1,1,0,0.1074
PI,Monsenhor Hipólito,0.5268,0,0.9891,0.7493,0.3688
SP,Ubatuba,0.5266,1,0.525,0.4428,0.1387
PB,Vieirópolis,0.5266,0,0.5915,0.5149,1
BA,São Félix,0.5261,0,1,0.5378,0.5666
TO,Goianorte,0.526,0.0984,0.8193,0.5124,0.6741
PI,Marcolândia,0.526,0,0.6344,0.4695,1
BA,Várzea Nova,0.526,0.1011,0.2859,1,0.7169
ES,Pedro Canário,0.5259,0,0.5776,1,0.5259
BA,Conceição do Coité,0.5258,0.1452,0.8164,0.5355,0.606
PI,Itainópolis,0.5257,0,0.6511,1,0.4516
ES,Rio Novo do Sul,0.5256,0,0.8825,0.9704,0.2494
MG,São Pedro do Suaçuí,0.5255,0.0336,0.7581,0.7262,0.5843
RO,Costa Marques,0.5255,0,0.7182,0.8933,0.4904
MS,Porto Murtinho,0.5254,1,0,1,0.1017
MG,Bandeira do Sul,0.5251,0.2684,0.3945,0.4917,0.9456
TO,Santa Rita do Tocantins,0.5249,0,0.53,0.5696,1
PR,Marquinho,0.5247,0.2491,0.8495,0,1
RS,Balneário Pinhal,0.5245,0.6655,0.2978,0.8985,0.2362
BA,Conceição do Jacuípe,0.5244,0.6196,0.4808,0.5677,0.4297
SC,Grão Pará,0.5241,1,0.2955,0.4227,0.3784
TO,Muricilândia,0.5241,0,1,0.4795,0.6168
MG,Itamogi,0.524,0.4435,0.619,0.6329,0.4008
BA,Livramento de Nossa Senhora,0.5239,0.2825,0.6427,0.899,0.2715
SP,Ribeirão Pires,0.5239,1,0.7609,0,0.3347
PR,Alto Paraná,0.5237,0.643,0.4703,0.5426,0.4389
SP,Serra Azul,0.5236,0.2389,0.8522,0.6251,0.3781
MA,Turiaçu,0.5236,0,0.5838,0.5105,1
BA,Conceição da Feira,0.5236,0,0.826,1,0.2682
MT,Acorizal,0.5234,0.1858,1,0.8852,0.0225
PR,Quinta do Sol,0.5233,0,0.6959,0.4607,0.9368
PB,Condado,0.5233,0,0.7815,0.805,0.5067
PA,Oriximiná,0.5233,0.6028,0.6845,0.4148,0.391
RS,Cerrito,0.5232,0.3215,0.5768,0.8157,0.379
TO,Monte Santo do Tocantins,0.5232,0,0.3673,0.7256,1
TO,Buriti do Tocantins,0.5232,0,0.6692,0.7444,0.6793
PR,Pinhalão,0.5232,0.357,0.2912,0.6518,0.7929
SP,Avaré,0.523,1,0.6245,0,0.4676
RS,Planalto,0.5229,0.4383,0.7121,0.4884,0.4527
SP,Barbosa,0.5228,0.983,0.5004,0,0.6077
MG,Campanha,0.5227,0.6188,0.4508,0.6282,0.393
PR,Contenda,0.5227,0.849,0.3798,0,0.8619
AC,Brasiléia,0.5227,0.5254,0.3476,0.8313,0.3864
GO,Alexânia,0.5224,0.8025,0,0.7199,0.5672
MG,Itutinga,0.5224,0.45,0.4158,0.5997,0.6239
GO,Jandaia,0.5222,0.7305,0.1293,0.7191,0.51
SP,Auriflama,0.5221,0.9507,0.1907,0.4952,0.4517
PR,Doutor Ulysses,0.5217,0.151,0,0.936,1
AM,Anamã,0.5217,0.0611,0.7379,0.4226,0.8652
SP,Conchal,0.5217,1,0.6485,0,0.4381
CE,Varjota,0.5215,0.2837,0.4783,0.5238,0.8
PB,São José de Piranhas,0.5214,0,0.414,0.6716,1
PR,Lupionópolis,0.5213,0.3194,0.1444,0.6213,1
MG,Ipatinga,0.5211,1,0.5568,0.4256,0.1018
MG,Guaraciaba,0.5209,0.1006,0.7378,1,0.2451
MG,Porto Firme,0.5208,0,0.6854,0.6336,0.7643
RS,Estação,0.5207,0.7625,0.4742,0.549,0.297
ES,Nova Venécia,0.5201,0.1412,0.802,0.7155,0.4218
BA,Uibaí,0.5196,0,0.9221,0.5401,0.616
SP,Cunha,0.5196,0.4503,0.5814,0.466,0.5806
RR,Caroebe,0.5195,0.0456,0.0802,0.9521,1
SP,Flórida Paulista,0.5194,0.7094,0.1456,0.5642,0.6584
ES,Apiacá,0.5193,0,1,0.8163,0.2611
PI,Dom Inocêncio,0.5193,0,0.9902,0.7016,0.3853
RS,Barra do Rio Azul,0.5189,0.0756,1,0,1
TO,Sampaio,0.5187,0,0.5639,0.5109,1
MG,Tiros,0.5187,0.8051,0.2824,0.6171,0.3701
PR,Pinhão,0.5186,0.7054,0.4757,0.4492,0.4443
PR,Carlópolis,0.5183,0.6985,0.3748,0,1
MS,Anaurilândia,0.5182,0,1,1,0.073
SP,Embaúba,0.5182,0.2648,0.0679,0.7399,1
MG,Careaçu,0.5181,0.4928,0.4391,0.7073,0.433
SP,Capela do Alto,0.5179,0.5177,0.266,0.668,0.6198
GO,Israelândia,0.5178,0,0.4457,0.6256,1
SC,Petrolândia,0.5177,0.647,0.4395,0.6957,0.2885
PE,Itapissuma,0.5176,1,0.2005,0.7941,0.0758
MA,Presidente Sarney,0.5176,0,0.4059,0.8453,0.8192
BA,São Sebastião do Passé,0.5175,0.6078,0.7982,0.526,0.138
TO,Palmeiras do Tocantins,0.5175,0,0.7415,0.4932,0.8351
SP,Bocaina,0.5173,1,0.5136,0,0.5558
SP,Nova Aliança,0.5173,0.9954,0.1734,0.513,0.3873
PB,Cacimbas,0.5171,0,0.1538,1,0.9146
PE,Garanhuns,0.5166,0.7896,0.4422,0.5198,0.3148
RN,Parazinho,0.5165,0.7883,0.3667,0.6484,0.2627
MG,Diogo de Vasconcelos,0.5163,0,0.7143,0.5676,0.7832
RS,Guaíba,0.5163,1,0.3426,0.5743,0.1481
SP,Pinhalzinho,0.5162,0.6076,0.638,0.5239,0.2954
PA,Terra Santa,0.5162,0.3192,0.3023,0.4431,1
PR,Palmital,0.5161,0.5099,0.2383,0.4723,0.8438
MG,Cristais,0.5158,0.3195,0.7118,0.8419,0.1901
SP,Santos,0.5156,1,0.8556,0,0.2068
MG,Pains,0.5154,1,0.0779,0.4009,0.5828
BA,Simões Filho,0.5153,1,0.2545,0.5669,0.2399
MG,Piranguinho,0.5153,0.3247,0.5058,0.7307,0.4999
BA,Caraíbas,0.5151,0.1422,0.3974,0.7624,0.7583
SP,Restinga,0.5148,0.6522,0.7426,0,0.6645
RN,Alexandria,0.5147,0,1,0.623,0.4357
PR,Guairaçá,0.5145,0.8335,0.3725,0.411,0.4409
RS,Torres,0.5144,1,0.4209,0.4851,0.1517
RJ,Itaocara,0.5143,0.8371,0.4945,0.5736,0.1519
RS,Unistalda,0.5141,0.1757,0.8953,0.6225,0.3631
RS,Jaquirana,0.5141,0.1657,0.6303,1,0.2605
MA,Trizidela do Vale,0.514,0,0.6359,0.5038,0.9164
RJ,Trajano de Moraes,0.514,0.7045,0.5037,0.4503,0.3975
SP,Riversul,0.514,0.3803,0.5849,0.554,0.5366
GO,Alto Paraíso de Goiás,0.5137,0.3584,0.5355,0.6199,0.5411
RS,Segredo,0.5134,0.3116,0.8954,0.5359,0.3105
MG,Coqueiral,0.5134,0.0568,0.532,0.69,0.7746
SP,Valparaíso,0.5133,1,0.7448,0,0.3084
PR,Rancho Alegre,0.5132,0.1405,0.5193,0.9938,0.3991
MS,Rio Verde de Mato Grosso,0.513,0.7383,0.0002,1,0.3134
MG,Congonhal,0.5127,0.6346,0.5819,0.5517,0.2824
RS,Boa Vista das Missões,0.5126,0.4285,0.4775,1,0.1444
PE,Serra Talhada,0.5125,0.4667,0.553,0.4046,0.6259
MG,Carlos Chagas,0.5125,0.3725,0.5802,1,0.0973
CE,Caridade,0.5125,0,1,0.8603,0.1896
SC,Lontras,0.5122,0.379,0.4436,0.5891,0.6373
SP,Chavantes,0.5122,0.9945,0.6638,0,0.3905
GO,Aporé,0.5121,1,0,0.4317,0.6167
MG,São Tomás de Aquino,0.512,0.7065,0.7648,0,0.5769
SP,Campinas,0.5119,1,0.779,0,0.2688
SC,Armazém,0.5119,0.5733,0.5813,0.5133,0.3795
MT,Barra do Bugres,0.5117,0.4287,0.363,0.6052,0.6498
SP,Urânia,0.5114,0.755,0.8685,0,0.4219
SP,Cosmópolis,0.5112,0.9609,0.4475,0.5303,0.1062
BA,Mortugaba,0.5111,0,0.7209,0.7381,0.5855
PB,São José da Lagoa Tapada,0.5111,0,0.6462,0.5095,0.8886
PR,Quatiguá,0.5107,0.2568,0.2009,1,0.5852
MG,Bocaiúva,0.5105,0.7226,0.1253,1,0.194
AM,Nova Olinda do Norte,0.5103,0.0611,0.6566,0.6844,0.6391
RN,Santa Cruz,0.5102,0.2908,0.3113,0.4556,0.9831
MS,Sidrolândia,0.5101,0.6433,0.2319,1,0.1653
PR,Mandirituba,0.5101,0.7701,0.261,0.4357,0.5737
PR,Ventania,0.5097,0.922,0.3095,0.5,0.3072
RS,Iraí,0.5096,0.1036,0.655,0.7081,0.5717
AL,Jacaré dos Homens,0.5095,0,1,0.9339,0.1042
PA,Santarém,0.5094,0.4138,0.6239,0,1
MG,Pimenta,0.5093,0.7177,0.279,0.4773,0.5632
AL,Lagoa da Canoa,0.509,0,0.795,1,0.2408
MT,Itiquira,0.5087,1,0.3552,0.5603,0.1192
PI,Simões,0.5086,0.1357,0.9392,0.5374,0.4222
PR,Rio Bom,0.5084,0,0.4296,0.7085,0.8956
CE,Baixio,0.5083,0.1489,0.5418,0.4517,0.8906
PE,Canhotinho,0.508,0.1039,1,0.5664,0.3617
MG,Água Comprida,0.508,0.4614,0.5196,0.703,0.3478
RO,Governador Jorge Teixeira,0.5075,0.3017,0.3137,1,0.4146
SP,Jaborandi,0.5075,0.7327,0.6237,0.4819,0.1917
PR,Santo Antônio do Paraíso,0.5075,0.3242,0.1173,1,0.5885
MA,Bernardo do Mearim,0.5074,0,0.6264,0.9724,0.431
PI,Cocal dos Alves,0.5073,0,0.4082,0.6807,0.9403
RJ,Silva Jardim,0.5072,0.4075,0.5607,1,0.0606
RS,Boqueirão do Leão,0.5071,0,1,0.4962,0.5321
RS,Jari,0.507,0.2563,0.537,1,0.2348
MG,Guimarânia,0.5062,0.4761,0.2962,0.4074,0.8451
CE,Nova Olinda,0.5062,0,0.3805,1,0.6442
RN,Luís Gomes,0.5061,0,0.2454,1,0.7792
AL,São Miguel dos Campos,0.5061,0.3615,0.7597,0.626,0.2773
GO,Mozarlândia,0.5061,0.8072,0.1968,0.7397,0.2807
MS,Terenos,0.506,0.5205,0.2905,1,0.2132
RJ,Santa Maria Madalena,0.5059,1,0.3552,0.5081,0.1603
BA,Piatã,0.5058,0.0749,0.766,0.9371,0.2454
GO,Goiás,0.5056,0.5412,0.605,0,0.8764
MT,Vale de São Domingos,0.5056,0,0.4873,1,0.5353
BA,Santa Inês,0.5052,0,0.7886,0.5556,0.6768
MG,Carmo do Paranaíba,0.5052,1,0.2674,0.6192,0.1342
BA,São Francisco do Conde,0.5051,1,0,0.8479,0.1723
SP,Monte Castelo,0.5049,0.739,0.4956,0.5256,0.2594
RS,Sertão,0.5047,0.9418,0.2444,0.5335,0.2991
AC,Sena Madureira,0.5047,0.1779,0.7219,0.5532,0.5659
TO,Aparecida do Rio Negro,0.5043,0,0.0251,0.9922,1
BA,Campo Formoso,0.5041,0.2675,0.4251,1,0.324
MG,Papagaios,0.5038,0.7335,0.3376,0.5971,0.3471
MG,Medeiros,0.5036,0.4411,0.6122,0.5648,0.3963
PE,Agrestina,0.5036,0,0.712,0.5995,0.7028
MG,Ribeirão das Neves,0.5036,0.5356,0,0.4786,1
RS,Cândido Godói,0.5034,0.6176,0.7304,0.4258,0.2398
BA,Presidente Jânio Quadros,0.5034,0,0.5858,0.4279,1
PB,Santa Inês,0.5033,0,0.6074,0.8725,0.5334
PR,Rosário do Ivaí,0.5033,0.0993,0.1841,0.7297,1
PI,Elesbão Veloso,0.5031,0,0.4927,0.5782,0.9415
SC,Içara,0.5028,0.7722,0.4612,0,0.7778
RS,Alto Alegre,0.5027,0,0.6577,1,0.353
PR,Céu Azul,0.5026,1,0.5507,0,0.4598
SP,Itobi,0.5026,0.2485,0.8325,0.6564,0.273
RS,Lagoa Bonita do Sul,0.5025,0,0.5939,0.6174,0.7988
SP,Parapuã,0.5025,0.6161,0.2046,0.5409,0.6484
BA,Madre de Deus,0.5023,0.848,0.3937,0.536,0.2317
BA,Aramari,0.5023,0,0.6785,0.7241,0.6067
MG,Andrelândia,0.5023,0.5079,0.3838,0.659,0.4585
PI,Aroazes,0.5022,0,0.6891,0.6499,0.6699
RJ,Rio Bonito,0.5022,0.3509,1,0.5826,0.0754
TO,Nova Olinda,0.5021,0.1847,0.3882,0.4731,0.9626
MG,Santa Luzia,0.5021,0.648,1,0,0.3604
SP,Guará,0.5019,0.7967,0.3083,0.4354,0.4672
MG,Araguari,0.5019,1,0.384,0,0.6234
AM,Urucará,0.5017,0.5311,0.2289,0.5956,0.6511
MG,Brazópolis,0.5016,0.258,0.4779,0.8648,0.4058
PR,Centenário do Sul,0.5014,0.4025,1,0,0.6032
CE,Ibicuitinga,0.5014,0,0.7076,0.8244,0.4736
PE,Vitória de Santo Antão,0.5014,0.8769,0,0.9239,0.2047
SP,Sud Mennucci,0.5012,1,0.6152,0,0.3895
